,Tweet_id,Tweet_date,Author_id,Username,Author_description,Author_location,Author_followers,Author_following_count,Author_tweet_count,Tweet_content,Tweet_URL,Author_image_URL
48,1525101926912000000,2022-05-13 13:13:29+00:00,977593370720854018,dorothee_goetze,"Historikerin, die sich fragt, wo dieses Twitter eigentlich stattfindet.
co-editor of Handbook on Early Modern European Diplomacy (@emdiplomacy)",,828,491,22817,"Scandinavia is often perceived as academic role model from a #IchBinHanna &amp; #IchBinReyhan perspectives, but there are too few permanent positions here as well &amp; academic careers are shaped by years of uncertainty, as described by @bjrn1 in this blog post (in Swedish). https://t.co/1e98eo47Ot",https://twitter.com/dorothee_goetze/status/1525101926912000000,https://pbs.twimg.com/profile_images/979031084699717632/ufJGcDzm_normal.jpg
49,1524303783886528514,2022-05-11 08:21:56+00:00,185139994,SICSSUHH,SICSS is the CEN Graduate School at Universität Hamburg with a focus on Integrated Climate and Earth System Sciences. https://t.co/mRoPvkNUCa,"Hamburg, Deutschland",380,137,1135,"The @uniwind_ev postdoc network will take place on May 12.-13. at UHH to exchange information about framework conditions and supports for postdocs.

There will be also an important debate on #ichbinhanna with guests @SebastianKubon and researchers from @UniBremen @MittelbauIniHH https://t.co/nEOROW6nqt",https://twitter.com/SICSSUHH/status/1524303783886528514,https://pbs.twimg.com/profile_images/1461249303964524547/4HnXFgk5_normal.jpg
50,1520723214661529602,2022-05-01 11:14:02+00:00,2712570661,MaxSchemmer,"A physicist playing with light and atoms. Postdoc @HumboldtUni, Previously: @InstitutOptique, @ENSdeLyon &  @ESA","Berlin, Deutschland",144,408,229,"Ich bin Hanna und wie heißt du?
From Italy 🇮🇹 to 🇩🇪
#IchbinHanna ist überall, es kann  losgehen in Berlin!!!
@SofiaPazzagli 
#GEW #1Mai https://t.co/9cyUsq16Gu",https://twitter.com/MaxSchemmer/status/1520723214661529602,https://pbs.twimg.com/profile_images/1373591342174117894/DmM0Ypk-_normal.jpg
51,1520434102217945092,2022-04-30 16:05:12+00:00,856184262,dloher,"Faccio cose, vedo gente. Social anthropologist interested in #law, #economy, and the #state. #Highered specialist interested in #learning and public #education.",@dloher@mastodon.social,521,1056,94,"Today, #academia - somehow stuck between feudalism and neoliberalism - combines the worst parts of both worlds. The widespread #precarity of emerging scholars (e.g. Post-docs) is the product of this system. See the #IchbinHanna debate from last year in #Germany: https://t.co/LCGT19tzMj",https://twitter.com/dloher/status/1520434102217945092,https://pbs.twimg.com/profile_images/378800000686943805/81b8b1d1b4bf732e958b7fe420f5d9bf_normal.jpeg
52,1520262287566774272,2022-04-30 04:42:29+00:00,752878315644579840,AnjaOnly,"Here: Anthropologist, mostly. Interested in STS, environmental anthropology, complexity science, computer simulation + modeling.  @AnjaKlein@mastodon.online","Berlin, Deutschland",263,903,1835,"@wordybiologist @Tarekelsayed889 @PhDVoice @PhD_Genie @MasterAcademia_ PhD salaries may be fixed, but the percentage you get varies widely across disciplines, from 50% in the humanities to 100% in some nat. sciences. Scholarships are even worse. Impossible for families. See #ichbinHanna",https://twitter.com/AnjaOnly/status/1520262287566774272,https://pbs.twimg.com/profile_images/1251882035070763015/gBTX2PON_normal.jpg
53,1520092216617848835,2022-04-29 17:26:41+00:00,1020331794305085440,michael_gerloff,"ENG Biochemist, interested in stem cells & differentiation. Passion for photography
D Biochemiker, Interesse an Stammzellen und Differenzierung. Hobbyphotograph","Berlin, Germany",229,215,2402,"@OdedRechavi is on spot here!
By asking for letters of recommendations from former Postdocs, PhDs &amp; technicians, we could finally start to select ""excellent"" mentors &amp; leaders instead of guys with an ""excellent"" network. It would also make academia much more diverse
#ichbinhanna https://t.co/pbTTXqZemR",https://twitter.com/michael_gerloff/status/1520092216617848835,https://pbs.twimg.com/profile_images/1021359611247579136/YNEC9ETZ_normal.jpg
54,1519566025544642563,2022-04-28 06:35:47+00:00,3319768747,visionsoftheenv,"#Adaptation to Climate change and #assistedevolution in #foraminifera #diatoms, Senior Scientist based @LeibnizZMT, wife, and yoga enthusiast","Bremen, Germany ",762,926,567,"Thank you to Dr. Vanessa Adam, lawyer at @DHV_Tweet for explaining us  the basics of the #WissZeitVG so clearly and interactive, funded by @LeibnizPostDocs Network brought to you by post-docs from the network @fridolinhaag @rajininagrani and myself @LeibnizZMT. #IchbinHanna https://t.co/RlcpBz1ude",https://twitter.com/visionsoftheenv/status/1519566025544642563,https://pbs.twimg.com/profile_images/1498974851461169152/t8UA77NI_normal.jpg
55,1518122869200678913,2022-04-24 07:01:12+00:00,1232051952,AndreeaScacioc,"Feminist, leftist, vegan, structural biologist and justice fighter.
I stand against #academicbullies
Opinions my own.
she/her","Oxford, England",500,599,3158,"At universities, the no. of scientific staff (excluding profs) &lt;35yo grew by 78% from 2005 to 2018. The no. of scientific staff between 35 &amp; 45 yo (excluding profs) grew by 43%. #BuWiN21 

Let me guess: all time-limited #IchbinHanna 

https://t.co/3SLMwDVdzZ",https://twitter.com/AndreeaScacioc/status/1518122869200678913,https://pbs.twimg.com/profile_images/1581271660329590785/iVm6bFXA_normal.jpg
56,1516809771185315841,2022-04-20 16:03:25+00:00,1405086771642351616,GillessenJens,"Academic philosopher. Teacher & researcher in ethics, metaethics, and some more. Currently at Philipps-Universität Marburg. Tweets mostly in 🇩🇪","Marburg, Germany",619,581,5902,"@IsaJa @AmreiBahr @DrKEichhorn @SebastianKubon Doctoral students e.g. need contracts of fair duration, protection from exploitation and abuse by academic superiors. And that’s just the beginning; there is way too much to say. But it’s all been tweeted under #IchbinHanna",https://twitter.com/GillessenJens/status/1516809771185315841,https://pbs.twimg.com/profile_images/1405087982814646273/ZpLuutV8_normal.jpg
57,1515672872672501767,2022-04-17 12:45:47+00:00,1336043625491394561,MorcilloLaiz,Researcher @scriptsberlin | formerly @WZB_Berlin | @the_IAS | @CIDE_MX | International & social theory | (Social) Science History | (German) Adjuncts.,Bookshop,234,389,453,"#ichbinhanna global. In the US: ""[T]here are more university faculty today than ever before; but only thirty percent of them have tenured jobs or positions eligible for tenure, versus seventy percent in the early 1970s."" This is from https://t.co/pIjdHnxV29",https://twitter.com/MorcilloLaiz/status/1515672872672501767,https://pbs.twimg.com/profile_images/1336045481114431490/AaJU_lO4_normal.png
58,1514270470899650575,2022-04-13 15:53:08+00:00,1232051952,AndreeaScacioc,"Feminist, leftist, vegan, structural biologist and justice fighter.
I stand against #academicbullies
Opinions my own.
she/her","Oxford, England",500,599,3158,"@AKellerGEW What do you expect from somebody with @maxplanckpress mentality? Absolute freedom is above law, democracy etc

The comment that the loudest are not the best in science smells a lot like Gruss calling us ""apprentices"" &amp; ""half-researchers"" in 2012. #IchBinHanna #IchBinNichtLudwig",https://twitter.com/AndreeaScacioc/status/1514270470899650575,https://pbs.twimg.com/profile_images/1581271660329590785/iVm6bFXA_normal.jpg
59,1512420989287686154,2022-04-08 13:23:57+00:00,919861682251468800,demeco_project,Linguist currently working at @HHU_de. Current contract ends June 23. #IchBinHanna,"Leipzig, Germany",432,677,1124,"And why? Here are the suggestions from the class, including (and that was not me suggesting this!) our old friend, the WissZeitVG 
#ichBinHanna https://t.co/r8BH884ECa",https://twitter.com/demeco_project/status/1512420989287686154,https://pbs.twimg.com/profile_images/966050665754701826/gIfgHzED_normal.jpg
60,1512048170058100737,2022-04-07 12:42:30+00:00,3945822856,L_deJonge,Asst. Prof. in European Politics & Society @UnivGroningen; researching far-right politics; PhD from @Cambridge_Uni; member of @YAGroningen; researcher @DNPP_RUG,Groningen & Luxembourg,6467,2304,5783,"These stories are no exception. Follow @CasAcStories to hear (and actually listen) to testimonials about what’s happening in the ever growing “flexible layer” of Dutch academia. Unfortunately, this is a global trend - similar stories coming from Germany #ichbinHanna) https://t.co/hZUAHPRwUh",https://twitter.com/L_deJonge/status/1512048170058100737,https://pbs.twimg.com/profile_images/1301205582205116417/Wh3jHmIC_normal.jpg
61,1511722738242793479,2022-04-06 15:09:21+00:00,753531753608929280,JohannaHartke,"FINCA fellow in Turku. Working on galaxy halos, intra-cluster light and planetary nebulae as kinematic tracers. She/her. @johannahartke@norden.social",,608,571,1664,"So after at least 5 years of university, 3+ years for completing the doctorate, and 15 years, and 20+ years after graduating from high school, one is still deemed early-career in academia? Please tell me it's not only me who finds this weird? #IchbinHanna 2/2",https://twitter.com/JohannaHartke/status/1511722738242793479,https://pbs.twimg.com/profile_images/1460905599143718913/PsbdIp_w_normal.jpg
62,1511236253517328387,2022-04-05 06:56:14+00:00,1405607242855030789,DrLutzBoehm,"Dr.-Ing. #Verfahrenstechnik, PostDoc @TUBerlin at FG Verfahrenstechnik @tub_vt, Process & #ChemicalEngineering, private account, en&de, he/him","Berlin, Deutschland",1942,5001,8363,"And if you follow certain people and heard stories from Göttingen and around the world about abuse in Academia in the last year(s), you can only feel nothing but sick about it.
#IchBinHanna
#IchbinReyhan
I am not coming to an end with my thoughts here, but I do with this thread.",https://twitter.com/DrLutzBoehm/status/1511236253517328387,https://pbs.twimg.com/profile_images/1405608881498333184/aeWrZFNu_normal.jpg
63,1509871455437271043,2022-04-01 12:33:01+00:00,775322571021615105,LAjdacic,Strömquist admirer | Phd Cand. in Sociology @unil | researching financial elites & tax issues | soon to be Bourdieusienne | @ObElitesSuisses,,454,358,512,"Switzerland is heading the ranking of ""precarious academic systems"". Blue means short-term contracts (ie, no job security). Just ahead of Germany and #IchBinHanna. Info from annual Researcher Career Summit 2022 - EU and Global Perspectives @ProAcademiaCH https://t.co/FCV0ZfVzCQ",https://twitter.com/LAjdacic/status/1509871455437271043,https://pbs.twimg.com/profile_images/1164171822751014914/r-mC9uaH_normal.jpg
64,1507656794864238595,2022-03-26 09:52:45+00:00,4872233062,diballestero,"Anthropologist/Decolonialism/Provenance research
Contributing editor @mainlymuseums
https://t.co/ajVfh2v5ua
https://t.co/Hjati84Pz6",,1462,1619,8779,"@manwithoutatan @S_Mittermeier Don't be surprised. When I posted a series of criticisms a few weeks ago a (brand new) account accused me of being misogynistic and patriarchal. I would love to hear responses from the ""leaders/founders"" and be able to engage in a critical and productive dialogue. 
#IchBinHanna",https://twitter.com/diballestero/status/1507656794864238595,https://pbs.twimg.com/profile_images/1493338258125860867/42s7I4ra_normal.jpg
65,1507487220227358720,2022-03-25 22:38:55+00:00,4872233062,diballestero,"Anthropologist/Decolonialism/Provenance research
Contributing editor @mainlymuseums
https://t.co/ajVfh2v5ua
https://t.co/Hjati84Pz6",,1462,1619,8779,"In the last few days I was very critical about a future publication on #IchBinHanna. Some read in my words rudeness, unfounded shouting and personal attacks. Far from my intention.",https://twitter.com/diballestero/status/1507487220227358720,https://pbs.twimg.com/profile_images/1493338258125860867/42s7I4ra_normal.jpg
66,1506997168133050370,2022-03-24 14:11:38+00:00,247496302,marie_huber,"global history | economic politics and developing countries | author of ""Developing Heritage - Developing Countries"" https://t.co/bg22LVw3ll…",Berlin,1036,1209,1549,"Btw, if you want to change the academic system in Germany but need a break from the activist stage, the principal debates, the competitive complaining (all of which are worthwhile, don't get me wrong) of #ichbinhanna #ichbinreyhan , come visit us at https://t.co/IyKrg6IyJK!",https://twitter.com/marie_huber/status/1506997168133050370,https://pbs.twimg.com/profile_images/1389506973452865536/6qs3tuDk_normal.jpg
67,1506746983821680643,2022-03-23 21:37:29+00:00,1501041268071280640,acklotz,"Researching the Shoah, East European, Jewish & migrant history @HebrewU. Proud Ex-Unit Chair of @UAW5810 @UCBerkeley. Feminist, Firstgen, Activist.💄👩🏻‍🎓🌹",Jerusalem/Berlin,905,801,1015,"We are back at the bargaining table with UC today! I am learning so much from my fellow Postdocs, who are together with me organized @UAW5810 and I am hoping to bring back some of the fighting spirit and organizing skills to German academia! #IchbinHanna #postdoclife #union https://t.co/bwKfnuTKyW",https://twitter.com/acklotz/status/1506746983821680643,https://pbs.twimg.com/profile_images/1533680929960386561/YDQEj7kg_normal.jpg
68,1503094366562398208,2022-03-13 19:43:17+00:00,114774406,jenniferhenkeHB,literary & cultural studies scholar | #firstgen interim prof | #medicalhumanities | also middle-aged #ichbinhanna in solidarity with #ichbinreyhan | typos mine,,2354,1670,10908,"@PoliticalBodies @DrDanielleDick It's even worse in Germany. Here, 92% of people under the age of 45 are on temporary contracts (98% under the age of 35). What makes it even worse: If you don't get tenure within 12 years, you are barred from your profession. Forever. Nationwide. #IchBinHanna #IchBinReyhan",https://twitter.com/jenniferhenkeHB/status/1503094366562398208,https://pbs.twimg.com/profile_images/1584146892035874816/I-3QPZjR_normal.jpg
69,1502401129933684746,2022-03-11 21:48:37+00:00,2903070796,i_ngli,#Sociologist researching #technopractices & #sustainability #datapractices @TiP_itu & @btu_cs. Ex @SociologyLancs @NUSingapore. Organising #stshubde,Berlin/Copenhagen/Cottbus,1100,1014,3161,have now completed individual feedback to my @BTU_CS students of my #STS course Un/Disciplining Knowledge. They produced amazing drafts of essays – and they get feedback because they can directly learn from it and constructively engage with it. 22:48 #IchbinHanna,https://twitter.com/i_ngli/status/1502401129933684746,https://pbs.twimg.com/profile_images/539921086310125569/Gu2wmJNF_normal.png
70,1498723253099143171,2022-03-01 18:14:03+00:00,1336043625491394561,MorcilloLaiz,Researcher @scriptsberlin | formerly @WZB_Berlin | @the_IAS | @CIDE_MX | International & social theory | (Social) Science History | (German) Adjuncts.,Bookshop,234,389,453,"Harold Laski, ""Foundations, universities, and research"", 1928. Amazing how long the fate of #ichbinhanna, #adjuncts etc. has been in the making. Remarkably, Laski already observes how resources are drawn from research to build ancillary bureaucracies dedicated evaluate academics.",https://twitter.com/MorcilloLaiz/status/1498723253099143171,https://pbs.twimg.com/profile_images/1336045481114431490/AaJU_lO4_normal.png
71,1496542282102849536,2022-02-23 17:47:39+00:00,204767467,CathleenSarti,"Early Modernist, #twitterstorian, book-addiction, tweets in German or English depending on mood; she/her","Oxford, UK+ Wiesbaden, Germany",1152,1063,8014,"@zeno_thankyou Coming from the German system, I prefer the UK system - there is a lot of discussion in this under #ichbinHanna (a law prohibits academics on working more than 12 years in German universities except they have a permanent position which are as rare as elsewhere)",https://twitter.com/CathleenSarti/status/1496542282102849536,https://pbs.twimg.com/profile_images/1336946077/Profilbild_normal.jpg
72,1494644612467724309,2022-02-18 12:06:59+00:00,1270755861309411331,theeisele,"theater/culture/history, Performances of Jewishness, Vienna 1900 | „Szenen der Wiener Moderne“, Göttingen 2021 | postdoc @univie","Wien, Österreich",234,453,306,"Learned about the strike from UK colleagues recently, the details are terrifying 👇 #UCUstrike #IchbinHanna https://t.co/c99dSiwJBi",https://twitter.com/theeisele/status/1494644612467724309,https://pbs.twimg.com/profile_images/1270758311139446785/zzr7s8So_normal.jpg
73,1494603475682041857,2022-02-18 09:23:31+00:00,730098730943324162,DrKEichhorn,"Literaturwissenschaftlerin @uni_stuttgart @unipb, Hg. von @ExprZeitschrift, @DGJWissenschaft, #IchBinHanna + #95vsWissZeitVG.",Stuttgart,4797,1107,32898,"""When burnout stems from job-related woes, it may help to request better working conditions."" #IchBinHanna

https://t.co/CvvqtdDTrZ https://t.co/Y5v1fuTN91",https://twitter.com/DrKEichhorn/status/1494603475682041857,https://pbs.twimg.com/profile_images/1306999664605003778/Bdvsow85_normal.jpg
74,1494397373287653390,2022-02-17 19:44:33+00:00,4872233062,diballestero,"Anthropologist/Decolonialism/Provenance research
Contributing editor @mainlymuseums
https://t.co/ajVfh2v5ua
https://t.co/Hjati84Pz6",,1462,1619,8779,"A fantastic and sadly accurate thread on what #academicprecarity and structural inequality looks like for those from the global south.
Hopefully some of the hoisted #IchbinHanna revolutionaries will take note.... https://t.co/V0Dkzv7QEd",https://twitter.com/diballestero/status/1494397373287653390,https://pbs.twimg.com/profile_images/1493338258125860867/42s7I4ra_normal.jpg
75,1494340671695511561,2022-02-17 15:59:14+00:00,217860944,anarchaeologe,Archäologie der Gegenwart/historical archaeology of the contemporary past - PhD-endgame - 🏳️‍🌈 Mx./they - ger/eng - all tweets my own,"Tübingen, Deutschland ",381,320,2230,"I can't join you/my colleague's picket line from Germany (we just had a successful strike season with @_verdi), so I donated to the @ucu's strike fund in solidarity.
You can as well https://t.co/G1zDJICVIT
Academics around the world deserve fairer working conditions! #IchBinHanna",https://twitter.com/anarchaeologe/status/1494340671695511561,https://pbs.twimg.com/profile_images/1333223317889806336/7qIvY8bm_normal.jpg
76,1494256069476032516,2022-02-17 10:23:03+00:00,1228797525643100160,hiehebtan,"Medieval & Early Modern German (and French) lit, manuscripts, early printing, and fools. In English und auf Deutsch.",,112,113,125,"Solidarity with @ucu strikers in the UK from Bavaria!  

The fight against precarious, low pay, temporary work  for non-academic &amp; academic staff is international 🤝
#IchbinHanna #IchbinReyhan 
👉Join a union &amp; tretet einer Gewerkschaft bei!",https://twitter.com/hiehebtan/status/1494256069476032516,https://pbs.twimg.com/profile_images/1580136798986067968/W3OV43Ed_normal.jpg
77,1494013609860636672,2022-02-16 18:19:36+00:00,780437054605918208,jochenfm,"Works @GrowingYourIdea | Historian 20c. #histSTM, esp. Nazi Germany | All things pre-electric data processing #histpaperwork | #histstats | Views ≠ Employer's","Edinburgh, Scotland",559,567,5847,"Oh gosh, this razor-sharp #mustread thread speaks so much from my soul! What precarious employment does to you #UCUstrikes 
Take note #ichbinhanna! #ichbinhannaUK is real. https://t.co/jiykLIlSni",https://twitter.com/jochenfm/status/1494013609860636672,https://pbs.twimg.com/profile_images/1496199363017822209/3SLDL8Ys_normal.jpg
78,1493991080114769926,2022-02-16 16:50:05+00:00,727426848347570176,olea_morris,"Remote researcher (digitalisation and sustainability). PhD Enviro Sci (@ceu). Berlin transplant. Urban gardener, aspiring beekeeper. 🐝","Berlin, Germany",683,811,891,"@Mariola87880133 @mbialek82 I also live in Europe, originally from US, and agree that it's much more possible to live well on less here as an academic. But European academia def. has its own unique challenges... #IchbinHanna in Germany, for example",https://twitter.com/olea_morris/status/1493991080114769926,https://pbs.twimg.com/profile_images/1278233558629470208/M8_jx3Pm_normal.jpg
79,1492212751397175301,2022-02-11 19:03:38+00:00,799278848529534976,soerenkrach,Interested in affected beliefs.,Lübeck-Berlin,390,161,529,"Recently, many concerns have been raised about questionable practices in research/academia that put in danger the integrity of science #IchbinHanna #APC #OpenScience

At least, the anonymous review process is lovely 😆 
Excerpt from last years 👇
#Reviewer2Bingo #LovingScience https://t.co/311HyQ0LqI",https://twitter.com/soerenkrach/status/1492212751397175301,https://pbs.twimg.com/profile_images/1343573837305274370/SPURTPBu_normal.jpg
80,1491462901038735364,2022-02-09 17:24:00+00:00,730820213432782848,thestereoeye,"Lecturer by trade, photographer by default. Feminist and foreigner. She/her. @Thestereoeye@mastodon.social",Lancaster University ,836,712,9640,"From Monday, staff in 68 universities and possibly 1+million students will walkout to fight against precarity, inequality, miserable working conditions &amp; pay. Join us! 

#oneofusallofus #ReclaimLU #sinderechosnohayciencia #ichbinhanna @piratas_ciencia @FPUinvestiga @kassel_uni https://t.co/pncMgBir6N",https://twitter.com/thestereoeye/status/1491462901038735364,https://pbs.twimg.com/profile_images/1560595461102178304/U7VetVoL_normal.jpg
81,1491336619244556289,2022-02-09 09:02:12+00:00,1291698840832221184,MPPhdnetPodcast,"#Podcast series from @maxplanckphdnet. We talk about #openscience, careers in and out of #academia, #diversity in #science, scientific #research, & #PhDmatters.",,427,309,206,"We are going visual with the latest issue of the Offspring Magazine!👀Topics include: #MentalHealthAwareness, #IchBinHanna, #diversity in #academia, #sustainable labwork, mRNA #vaccines, news from @maxplanckphdnet, and many more. Get your E-version here: https://t.co/yxHac8ZUfZ https://t.co/b1L2w37AH3",https://twitter.com/MPPhdnetPodcast/status/1491336619244556289,https://pbs.twimg.com/profile_images/1504498596837744646/-NuKLVdZ_normal.png
82,1491313852805697539,2022-02-09 07:31:44+00:00,730820213432782848,thestereoeye,"Lecturer by trade, photographer by default. Feminist and foreigner. She/her. @Thestereoeye@mastodon.social",Lancaster University ,836,712,9640,"This Interunion #Solidarity group is a really inclusive and diverse space. If your are interested in listening and learn from grass-roots unionists, join in tomorrow! #OneOfUsAllOfUs #sinderechosnohayciencia #IchbinHanna #7F @IslamicTULeader @LancasterUCU @piratas_ciencia   @ucu https://t.co/M6A6SuHu15",https://twitter.com/thestereoeye/status/1491313852805697539,https://pbs.twimg.com/profile_images/1560595461102178304/U7VetVoL_normal.jpg
83,1490734481753448448,2022-02-07 17:09:31+00:00,776325066204340224,PhilJaeker,"Chemist/Material Scientist. 
Energy Transition, Photoelectrochemistry, H2, X-rays
Curious, skeptic, reformist towards Science & Society
Dr, LMU, MIT, ETH, UHH.","Erwitte, Germany",536,756,5042,"""We need attention and collaborative action by all members of the scientific workforce from the local to the global scale, to stand in solidarity and empower scholars to bring about long-overdue systemic change in academia."" 

#IchbinHanna @siminevazire @GlobalYAcademy",https://twitter.com/PhilJaeker/status/1490734481753448448,https://pbs.twimg.com/profile_images/878407116012363778/jZxaOmDg_normal.jpg
84,1489514203857793031,2022-02-04 08:20:34+00:00,1072059247649832960,mahrt_m,Communication science & digital media@Heinrich Heine University Düsseldorf | out now on digital fragmentation: Beyond filter bubbles and echo chambers,,682,397,860,Today is the last day of term @HHU_de. This #ichBinHanna is exhausted from yet another Covid semester. Students gave me positive feedback for my 3 classes &amp; there were very few drop outs. But this laugh 👇was duely needed this morning https://t.co/WVif5NoLUN,https://twitter.com/mahrt_m/status/1489514203857793031,https://pbs.twimg.com/profile_images/1169915882484711424/huOQ8JtX_normal.jpg
85,1489361482655617029,2022-02-03 22:13:43+00:00,4872233062,diballestero,"Anthropologist/Decolonialism/Provenance research
Contributing editor @mainlymuseums
https://t.co/ajVfh2v5ua
https://t.co/Hjati84Pz6",,1462,1619,8779,"Sometimes the reactions from certain sectors of #IchBinHanna remind me of this song:
""Discreet is he who doesn't laugh, decent is he who doesn't dance
The one who obeys is good, and the one who doesn't take it easy is subversive""",https://twitter.com/diballestero/status/1489361482655617029,https://pbs.twimg.com/profile_images/1493338258125860867/42s7I4ra_normal.jpg
86,1487846569164648448,2022-01-30 17:53:59+00:00,1125006433886646272,SBiosci,"Student of animal behavior and physiology, working with weakly electric fish and interested in all things bio. And science. And dinosaurs! (he/him)","Berlin, Germany",119,355,275,"So, major Berlin Universities have decided not to hire Post-Docs anymore...
From which parallel universe should the workgroups recruit their employees that do most of the teaching and research? How is this anything but academic suicide?
#BerlHG #IchbinHanna (1/2)",https://twitter.com/SBiosci/status/1487846569164648448,https://pbs.twimg.com/profile_images/1213153967573745669/Z7HXfL7f_normal.jpg
87,1486970252059725824,2022-01-28 07:51:49+00:00,1405607242855030789,DrLutzBoehm,"Dr.-Ing. #Verfahrenstechnik, PostDoc @TUBerlin at FG Verfahrenstechnik @tub_vt, Process & #ChemicalEngineering, private account, en&de, he/him","Berlin, Deutschland",1942,5001,8363,"@kldiKlaus @PhilJaeker You,and also me, we don't suffer under the core problem of #IchBinHanna. It is a perspective from which it is easier to look on the great sides of academia. I really like my job, like teaching, research, even uni politics. But it's a flawed system anyway.

https://t.co/zxBzSll9SW",https://twitter.com/DrLutzBoehm/status/1486970252059725824,https://pbs.twimg.com/profile_images/1405608881498333184/aeWrZFNu_normal.jpg
88,1486723718252355590,2022-01-27 15:32:11+00:00,284725708,AKellerGEW,Stellvertretender Vorsitzender der Gewerkschaft Erziehung und Wissenschaft - Vice-President of the German Education Union (GEW),"Frankfurt on the Main, Germany",2461,1010,2759,Brand-new edition: @gew_bund Guide on Fixed-Term Contracts in #HigherEducation &amp; #Research - practical information on the infamous #WissZeitVG including the Covid-19 component from 2020. #IchBinHanna #IchBinReyhan 👇👇🏾👇🏻https://t.co/CMChQFIEka,https://twitter.com/AKellerGEW/status/1486723718252355590,https://pbs.twimg.com/profile_images/432877101755011072/zB6sdHcI_normal.jpeg
89,1484130587535462401,2022-01-20 11:48:00+00:00,1007639330,Kinofrau1,"Curator for Analog & Digital Media (Photo/Audio/Film) at Weltmuseum Wien. 

Convener @chstmorg - color photog ca.1900 fanatic!

Fmly @kulturSPK + @khiflorenz","Vienna, Austria",1884,1054,13781,"@diballestero @jenniferhenkeHB @ProfSunnySingh Nobody I spoke to from #ichbinhanna is willing to give up anything. 
Discussions go along the lines of ""we gotta take care of 'us' first before we talk abt 'them'"", the usual head-nodding that leads nowhere &amp; the ""you hurt my feelings"" argument.

1/",https://twitter.com/Kinofrau1/status/1484130587535462401,https://pbs.twimg.com/profile_images/1446104837691781120/rLZ6G5W3_normal.jpg
90,1483882709831360520,2022-01-19 19:23:01+00:00,114774406,jenniferhenkeHB,literary & cultural studies scholar | #firstgen interim prof | #medicalhumanities | also middle-aged #ichbinhanna in solidarity with #ichbinreyhan | typos mine,,2354,1670,10908,"@Kinofrau1 And though I fully support #ichbinhanna and #ichbinreyhan, especially from the perspective of #class and #gender as I have done in the past, I do agree that the discussion is (still) not intersectional (enough, if at all). So thanks to @diballestero for reminding everyone.",https://twitter.com/jenniferhenkeHB/status/1483882709831360520,https://pbs.twimg.com/profile_images/1584146892035874816/I-3QPZjR_normal.jpg
91,1481939359133843456,2022-01-14 10:40:50+00:00,1367812615657947136,HGutfleisch,works @goetheuni @uni_mainz | political educator: RABULO @AkribaBremen | PhD'ing: #antisemitism & education | 1st-gen #IchBinHanna | care4kid,Frankfurt / Bremen,293,566,1873,"#IchBinHanna in Elternzeit 🎓
getting fired from the job for taking fatherhood seriously too

#WissSystemFehler",https://twitter.com/HGutfleisch/status/1481939359133843456,https://pbs.twimg.com/profile_images/1577397884856766502/WNTgdyud_normal.jpg
92,1481171164441497605,2022-01-12 07:48:19+00:00,1392465694755852288,dshcs_univie,Official Account | Doctoral School of Historical and Cultural Studies | University of Vienna @univienna,"Vienna, Austria",699,547,579,We are very concerned about (academic) career options for our PhDs and Postdocs. The discussion slowed down a bit on #IchbinHanna. Today food for thought on this important topic @faznet from the president of @unipotsdam Oliver Günther. https://t.co/TAc3nWtwxB,https://twitter.com/dshcs_univie/status/1481171164441497605,https://pbs.twimg.com/profile_images/1392466146432102402/oL5-ubVD_normal.jpg
93,1480668197116432387,2022-01-10 22:29:42+00:00,4872233062,diballestero,"Anthropologist/Decolonialism/Provenance research
Contributing editor @mainlymuseums
https://t.co/ajVfh2v5ua
https://t.co/Hjati84Pz6",,1462,1619,8779,"#IchBinHanna 
I think it is difficult that alternatives to academic structural inequality come from the same privileged sectors that historically relegated certain individuals/collectives. There are needs and sensitivities that continue to be systematically ignored.",https://twitter.com/diballestero/status/1480668197116432387,https://pbs.twimg.com/profile_images/1493338258125860867/42s7I4ra_normal.jpg
94,1479404852908339203,2022-01-07 10:49:37+00:00,1132055796571877376,stephanie_seul,Historian of media & communication 1900-1945 | Fellow @RoyalHistSoc | Mother of 4 | PhD @EUI_History | MPhil @Cambridge_Uni | Part-time researcher @UniBremen,In the heart of Europe,2619,2596,4510,"It took me 105 months to finish my PhD due to raising 2 small kids. Proud of my achievement, but would have been impossible without the financial help from my husband after year 3 when funding of @DAAD_Germany and @EUI_EU had ended.
#Privilege #IchbinHanna https://t.co/gS45E1saLT",https://twitter.com/stephanie_seul/status/1479404852908339203,https://pbs.twimg.com/profile_images/1384158796264603652/rbzNgpwO_normal.jpg
95,1466154360610738185,2021-12-01 21:16:54+00:00,730820213432782848,thestereoeye,"Lecturer by trade, photographer by default. Feminist and foreigner. She/her. @Thestereoeye@mastodon.social",Lancaster University ,836,712,9640,Solidarity from colleagues in Germany. Precarity must end everywhere! #OneOfUsAllOfUs #UCUstrikes #IchbinHanna #sinciencianohayfuturo https://t.co/6Gi0kx8zUM,https://twitter.com/thestereoeye/status/1466154360610738185,https://pbs.twimg.com/profile_images/1560595461102178304/U7VetVoL_normal.jpg
