lemma,PoS,sentiment,weight,
asymptotisch,AJ,0.001628593,3.533015822,
asymptotisch,XY,0.001628593,3.533015822,
asynchron,AJ,-0.027259737,3.533015822,
asynchron,XY,-0.027259737,3.533015822,
asynchroner,XY,-0.027259737,3.533015822,
asynchronismus,N,0.000313844,3.533015822,
asynchronität,N,0.000313844,3.533015822,
asynchronmultiplexer,N,0.002070294,3.533015822,
asyndetisch,AJ,0.034246036,3.533015822,
aszendent,N,0.005537534,6.687792676,
aszites,N,-0.003105379,3.533015822,
aszitespunktionskanüle,N,-0.00261676,3.533015822,
at-zeichen,N,0.010802259,3.533015822,
ataktisch,AJ,-0.044296109,3.533015822,
ataktisches,AJ,-0.044296109,3.533015822,
ataraktikum,N,-0.0484604,3.533015822,
atavismus,N,0.014857577,3.533015822,
atavistisch,AJ,-0.036413792,3.533015822,
ataxie,N,-0.002121826,3.533015822,
ateleiosis,N,0.020022419,3.533015822,
atelektase,N,-0.03862761,3.533015822,
atelier,N,0.012950842,3.533015822,
atelierfenster,N,0.021351963,3.533015822,
atem,N,-0.033303292,3.533015822,
atemberaubend,AJ,0.956848076,11.98261076,
atembeschwerde,N,-0.730753767,4.943675684,
atemgerät,N,0.001377308,3.533015822,
atemgeräusch,N,-0.056235985,3.533015822,
atemloch,N,-0.038950295,3.533015822,
atemlos,AJ,-0.002089599,3.533015822,
atemlosigkeit,N,-0.502925931,6.687792676,
atemnot,N,-0.716286683,9.739220557,
atempause,N,0.009636174,3.533015822,
atemprüfröhrchen,N,-0.009000015,3.533015822,
atemrate,N,0.005533474,3.533015822,
atemraubend,AJ,0.689782424,9.739220557,
atemregler,N,0.014544353,3.533015822,
atemschutz,N,0.005533474,3.533015822,
atemschutzgerät,N,-0.010221125,3.533015822,
atemschutzmaske,N,-0.010221125,3.533015822,
atemschutzvorrichtung,N,-0.010221125,3.533015822,
atemstillstand,N,-0.022951947,3.533015822,
atemvolumen,N,0.019556442,3.533015822,
atemwegverlegung,N,0.004653773,3.533015822,
atemzug,N,-0.007271853,6.687792676,
atheismus,N,-0.041019369,3.533015822,
atheist,N,-0.024155878,3.533015822,
atheistin,N,-0.027958724,3.533015822,
atheistisch,AJ,-0.290581176,6.584443702,
athen,NE,-0.007590306,3.533015822,
athener,N,-0.000960638,3.533015822,
athenerin,N,-0.000960638,3.533015822,
athenisch,AJ,0.000376395,3.533015822,
atherom,N,-0.039428764,3.533015822,
atherosklerose,N,-0.007103115,3.533015822,
athetose,N,-0.022102407,3.533015822,
athlet,N,0.030947221,3.533015822,
athletik,N,0.005849122,3.533015822,
athletisch,AJ,0.807773283,6.584443702,
atlant,N,0.000751417,3.533015822,
atlantenformat,N,0.000751417,3.533015822,
atlantik-großaugenthun,N,0.011544818,3.533015822,
atlantik,N,-0.001915425,3.533015822,
atlantikpakt,N,0.028524835,3.533015822,
atlantisch,AJ,-0.007637298,3.533015822,
atlantoaxialgelenk,N,-0.052842969,3.533015822,
atlantookzipital,AJ,0.00071195,3.533015822,
atlantookzipitalgelenk,N,-0.052842969,3.533015822,
atlas,N,0.000751417,3.533015822,
atlasformat,N,0.000751417,3.533015822,
atlasgebirge,N,0.000751417,3.533015822,
atlasgrasmücke,N,0.001183572,3.533015822,
atlasspat,N,0.01744172,3.533015822,
atlaszypresse,N,0.004911498,3.533015822,
atm-netz,N,0.001904951,3.533015822,
atmen,V,-0.04554889,3.533015822,
atmend,AJ,0.006325631,3.533015822,
atmosphäre,N,0.042465646,3.533015822,
atmosphärenchemie,N,0.007335228,3.533015822,
atmosphärisch,AJ,0.388970637,6.584443702,
atmosphärisch,V,-0.012946112,3.533015822,
atmung,N,-0.056974809,3.533015822,
atmungsapparat,N,-0.010221125,3.533015822,
atmungsferment,N,0.003057914,3.533015822,
atmungsgerät,N,-0.010221125,3.533015822,
atmungsloch,N,-0.003674428,3.533015822,
atoll,N,-0.005150044,3.533015822,
atom-u-boot,N,-0.02500741,3.533015822,
atom,NE,-0.02500741,3.533015822,
atomabsorptions-spektrometer,N,0.002797034,3.533015822,
atomabsorptionsspektrometer,N,0.002797034,3.533015822,
atomabsorptionsspektrometrie,N,0.072798286,3.533015822,
atomabsorptionsspektrophotometer,N,0.002797034,3.533015822,
atomar,AJ,-0.040364536,3.533015822,
atombatterie,N,0.001980095,3.533015822,
atombetrieben,AJ,-0.040364536,3.533015822,
atombombe,N,-0.479373249,6.687792676,
atombrenner,N,-0.00472778,3.533015822,
atomenergiefrei,AJ,0.511527637,4.943675684,
atomenergiekommission,N,0.022527177,3.533015822,
atomexplosion,N,-0.583960617,6.584443702,
atomgetrieben,AJ,-0.042905605,3.533015822,
atomhandel,N,-0.730753767,4.943675684,
atomion,N,-0.023660312,3.533015822,
atomisch,AJ,-0.029444009,3.533015822,
atomisieren,V,-0.085697671,3.533015822,
atomisierung,N,-0.580981728,6.584443702,
atomismus,N,0.00147447,3.533015822,
atomistik,N,0.00147447,3.533015822,
atomkern,N,-0.01464569,3.533015822,
atomkraftgegner,N,0.029942313,3.533015822,
atomkraftgegnerin,N,0.029942313,3.533015822,
atomkrieg,N,-0.730753767,4.943675684,
atomlage,N,-0.02500741,3.533015822,
atomlaser,N,-0.02500741,3.533015822,
atommodell,N,-0.02500741,3.533015822,
atomphysik,N,-0.02500741,3.533015822,
atompilz,N,-0.020886857,3.533015822,
atomrefraktion,N,-0.005136424,3.533015822,
atomschmuggel,N,-0.730753767,4.943675684,
atomschutzbunker,N,-0.829953431,3.533015822,
atomschutzraum,N,-0.829953431,3.533015822,
atomspaltung,N,-0.012148941,3.533015822,
atomspektroskopie,N,-0.001575766,3.533015822,
atomwaffe,N,-0.043203641,3.533015822,
atomwaffenfrei,AJ,0.526999887,6.584443702,
atomwaffensperrvertrag,N,-0.000764951,3.533015822,
atomwanderung,N,-0.02500741,3.533015822,
atomzahl,N,-0.038888373,3.533015822,
atomzertrümmerung,N,-0.012148941,3.533015822,
atonal,AJ,-0.056700012,3.533015822,
atonie,N,-0.003167916,3.533015822,
atonisch,AJ,-0.010487873,3.533015822,
atopie,N,0.013201571,3.533015822,
atresie,N,-0.027659692,3.533015822,
atrioventrikulär,AJ,0.012276754,3.533015822,
atrium,N,0.014371308,3.533015822,
atrophie,N,-0.911401623,6.687792676,
atrophieren,AJ,-0.829953431,3.533015822,
atrophierte,AJ,-0.829953431,3.533015822,
atrophisch,AJ,-0.063797939,3.533015822,
atropin,N,-0.013445993,3.533015822,
attach&eacute;,NE,-0.007952398,3.533015822,
attacke,N,-1.1887914,8.827833906,
attackieren,V,-0.745957014,8.827833906,
attapulgit,N,-0.011998637,3.533015822,
attentat,N,-0.585165987,6.584443702,
attentäter,N,-0.829953431,3.533015822,
attentäterin,N,-0.829953431,3.533015822,
attenuation,N,-0.032624307,3.533015822,
attest,N,-0.409717664,6.687792676,
attestieren,V,0.307409907,6.584443702,
attika,N,-0.015778668,3.533015822,
attisch,AJ,0.002614586,3.533015822,
attitüde,N,-0.454331057,6.687792676,
attonität,N,-0.829953431,3.533015822,
attrahieren,V,0.511527637,4.943675684,
attraktion,N,0.829389025,6.584443702,
attraktiv,AJ,0.553937902,11.98261076,
attraktivität,N,0.428946663,8.827833906,
attraktor,N,0.019300152,3.533015822,
attrappe,N,-0.911401623,6.687792676,
attribuierung,N,0.000986325,3.533015822,
attribut,N,0.823564566,3.533015822,
attributbyte,N,-0.009415988,3.533015822,
attributgrammatik,N,0.005914489,3.533015822,
attributionstheorie,N,0.000986325,3.533015822,
attributiv,AJ,0.000241365,3.533015822,
attributkennzeichen,N,0.014293541,3.533015822,
attributsatz,N,-0.006388865,3.533015822,
atypisch,AJ,-0.077063168,3.533015822,
atzung,N,0.000179909,3.533015822,
au-pair-mädchen,N,0.008037701,3.533015822,
au-pair,N,-0.005856799,3.533015822,
au,N,0.000508438,3.533015822,
aubergine,N,0.036938239,3.533015822,
aubusson-wandteppich,N,-0.037798569,3.533015822,
auch,KON,-0.436967469,6.687792676,
audienz,N,0.061890291,3.533015822,
audio-anwendung,N,0.039695096,3.533015822,
audio-cd,N,0.039695096,3.533015822,
audio...,N,0.039695096,3.533015822,
audiofrequenz,N,0.020910428,3.533015822,
audiogramm,N,0.036282327,3.533015822,
audiokassette,N,0.018987675,3.533015822,
audiologie,N,0.000441661,3.533015822,
audiometer,N,0.025812382,3.533015822,
audiometrie,N,0.017556503,3.533015822,
audiovisuell,AJ,0.050833901,3.533015822,
audiovisuell,V,0.042773891,3.533015822,
audition,N,-0.005178096,3.533015822,
auditiv,AJ,0.0308458,3.533015822,
auditiv,V,0.00387194,3.533015822,
auditor,N,0.009995129,3.533015822,
auditorisch,V,-0.015305669,3.533015822,
auditorium,N,0.002797192,3.533015822,
aue,N,0.000666486,3.533015822,
auenwald,N,-0.000846127,3.533015822,
auerhahn,N,-0.000391008,3.533015822,
auerhuhn,N,-0.001980335,3.533015822,
auermetall,N,-0.005273192,3.533015822,
auerochs,N,-0.019744177,3.533015822,
auerochse,N,-0.012823112,3.533015822,
auf,PTKVZ,0.049454452,3.533015822,
auf_zack,AJ,0.730753767,4.943675684,
aufarbeiten,V,0.575885848,9.739220557,
aufarbeitung,N,0.373386259,9.739220557,
aufasten,N,0.039234638,3.533015822,
aufatmen,V,-0.01781744,3.533015822,
aufbacken,V,-0.007674505,3.533015822,
aufbahren,V,-0.829953431,3.533015822,
aufbahrung,N,-0.002036681,3.533015822,
aufbahrungsraum,N,0.008587694,3.533015822,
aufbau-feld,N,-7.26E-06,3.533015822,
aufbau,N,0.280821723,6.687792676,
aufbauen,V,0.375003176,6.687792676,
aufbauend,AJ,0.911401623,6.687792676,
aufbauscheibe,N,0.003973759,3.533015822,
aufbauschen,V,-0.642686762,9.739220557,
aufbauschung,N,-0.018306449,3.533015822,
aufbauskizze,N,-0.00669184,3.533015822,
aufbaustoffwechsel,N,0.011618352,3.533015822,
aufbaustudien,N,0.035109852,3.533015822,
aufbegehren,V,-0.730753767,4.943675684,
aufbereiten,V,0.512648129,6.687792676,
aufbereitet,V,0.062548527,3.533015822,
aufbereitung,N,0.022284167,3.533015822,
aufbessern,V,0.533025013,6.687792676,
aufbesserung,N,0.911401623,6.687792676,
aufbewahren,V,0.017216546,3.533015822,
aufbewahrung,N,0.060063024,3.533015822,
aufbewahrungsfrist,N,0.061765217,3.533015822,
aufbewahrungsgebühr,N,0.051648583,3.533015822,
aufbewahrungsort,N,0.059103142,3.533015822,
aufbieten,V,0.829953431,3.533015822,
aufbietung,N,-0.0149258,3.533015822,
aufbinden,V,-0.013281247,3.533015822,
aufblasbar,AJ,0.013509733,3.533015822,
aufblasbar,V,0.013509733,3.533015822,
aufblasen,V,-0.283349101,6.687792676,
aufblastemperatur,N,-0.017295981,3.533015822,
aufblasverfahren,N,0.0265405,3.533015822,
aufblendung,N,-0.003155599,3.533015822,
aufblitzen,V,0.066309129,3.533015822,
aufblitzend,AJ,0.04748479,3.533015822,
aufblähbar,V,0.020452708,3.533015822,
aufblähen,V,-0.471709508,11.98261076,
aufblähung,N,-0.018306449,3.533015822,
aufbläser,N,0.000710251,3.533015822,
aufblättern,V,-0.028664766,3.533015822,
aufblätterung,N,-0.012162968,3.533015822,
aufblühen,V,0.821825244,8.827833906,
aufblühend,AJ,0.035740451,3.533015822,
aufbohren,V,0.004278734,3.533015822,
aufbohrung,N,-0.033517918,3.533015822,
aufbrauchen,N,-0.829953431,3.533015822,
aufbrauchen,V,-0.886363641,6.687792676,
aufbrausen,V,0.048611451,3.533015822,
aufbrausend,AJ,-0.702659564,9.739220557,
aufbrechen,V,-0.117382804,3.533015822,
aufbrechhammer,N,-0.043972344,3.533015822,
aufbrechstelle,N,-0.103627155,3.533015822,
aufbrennen,V,-0.029733497,3.533015822,
aufbringen,V,-1.204944085,6.687792676,
aufbringung,N,-0.101885913,3.533015822,
aufbruch,N,-0.014488912,3.533015822,
aufbruchhammer,N,-0.043972344,3.533015822,
aufbruchstimmung,N,0.511527637,4.943675684,
aufbrummen,V,0.05334617,3.533015822,
aufbrühen,V,-0.010015712,3.533015822,
aufbrüllen,V,-0.023022825,3.533015822,
aufbumsen,V,-0.074620615,3.533015822,
aufbäumen,V,-0.829953431,3.533015822,
aufbürden,V,-0.829953431,3.533015822,
aufdampfen,V,-0.027935569,3.533015822,
aufdeckbar,AJ,-0.015072701,3.533015822,
aufdecken,V,-0.492580219,6.687792676,
aufdeckung,N,-0.47740907,6.687792676,
aufdonnern,V,0.026688273,3.533015822,
aufdornen,AJ,0.03886315,3.533015822,
aufdornen,N,-0.042765342,3.533015822,
aufdornwerkzeug,N,-0.013730584,3.533015822,
aufdrehen,V,-0.024034928,3.533015822,
aufdringlich,AJ,-0.867614419,9.739220557,
aufdringlichkeit,N,-0.519727548,6.584443702,
aufdruck,N,-0.067134933,3.533015822,
aufdrucken,V,-0.01102784,3.533015822,
aufdrängen,V,-0.625673566,9.739220557,
aufdrücken,V,0.829953431,3.533015822,
aufeinander,AV,-0.768943388,3.533015822,
aufeinanderabstimmung,N,0.034508829,6.687792676,
aufeinanderfolgen,N,0.029216236,3.533015822,
aufeinanderfolgen,V,0.829953431,3.533015822,
aufeinanderfolgend,AJ,0.045291306,3.533015822,
aufeinanderprallen,V,-0.911401623,6.687792676,
aufeinandertreffen,V,0.025088662,3.533015822,
aufenthalt,N,-0.024406513,6.687792676,
aufenthaltsdauer,N,-0.008011499,3.533015822,
aufenthaltsort,N,0.00073976,3.533015822,
aufenthaltsraum,N,-0.009721245,3.533015822,
aufenthaltsvorschrift,N,0.014491153,3.533015822,
auferlegen,V,-0.515153061,6.687792676,
auferlegung,N,-0.501426006,6.687792676,
auferregung,N,0.036754156,3.533015822,
auferstehen,V,0.886363641,6.687792676,
auferstehung,N,-0.033915715,3.533015822,
auferweckung,N,0.505453487,6.687792676,
auffahren,V,0.022981162,3.533015822,
auffahrend,AJ,-0.996781485,9.739220557,
auffahrrampe,N,-0.002101558,3.533015822,
auffahrt,N,0.063891425,3.533015822,
auffahrtstag,N,0.068702549,3.533015822,
auffallen,V,-0.829195124,3.533015822,
auffallend,AJ,-0.106313489,9.739220557,
auffallenderweise,AJ,0.488423703,6.687792676,
auffalten,V,0.023347669,3.533015822,
auffaltung,N,-0.040857777,3.533015822,
auffangbecken,N,-0.02414077,3.533015822,
auffangbehälter,N,-0.00670121,3.533015822,
auffangblech,N,-0.019306377,3.533015822,
auffangen,N,0.01220073,3.533015822,
auffangen,V,0.029105343,6.687792676,
auffanggefäß,N,0.002830855,3.533015822,
auffanggesellschaft,N,0.020286054,3.533015822,
auffangkonto,N,-0.050885773,3.533015822,
auffangkugel,N,0.001915566,3.533015822,
auffangraum,N,-0.024938439,3.533015822,
auffangregister,N,-0.03478285,3.533015822,
auffangschale,N,0.05670524,3.533015822,
auffangstruktur,N,0.020286054,3.533015822,
auffangtatbestand,N,-0.001884999,3.533015822,
auffangwanne,N,-0.024938439,3.533015822,
auffassen,V,0.018883448,6.687792676,
auffassung,N,0.050510375,6.687792676,
auffassungsgabe,N,0.523465602,6.687792676,
auffassungskraft,N,0.097169288,3.533015822,
auffassungstest,N,0.009845074,3.533015822,
auffassungsvermögen,N,0.498932825,6.687792676,
auffederung,N,-0.023477391,3.533015822,
auffindbar,AJ,-0.00704252,3.533015822,
auffinden,N,-0.014751094,3.533015822,
auffinden,V,0.0280301,3.533015822,
auffindung,N,0.044574807,3.533015822,
aufflackern,V,-0.026386294,3.533015822,
aufflammen,V,-0.027432783,3.533015822,
aufflammend,AJ,0.050488557,3.533015822,
auffordern,V,0.040524302,3.533015822,
aufforderung,N,-0.461411064,6.687792676,
aufforderungscharakter,N,-0.626711125,5.047024658,
aufforsten,V,0.003023238,3.533015822,
aufforstung,N,0.085836274,3.533015822,
auffressen,V,-0.405377107,6.584443702,
auffrischen,V,0.455524202,6.687792676,
auffrischend,AJ,0.49842826,6.687792676,
auffrischung,N,0.302045038,6.584443702,
auffrischungskurs,N,0.028978156,3.533015822,
auffächern,V,0.069843071,3.533015822,
auffächerung,N,-0.001515014,3.533015822,
auffällig,ADJA,0.000758307,3.533015822,
auffällig,AJ,-0.663101391,9.739220557,
auffällig,V,0.02274919,3.533015822,
auffälligkeit,N,0.026319981,3.533015822,
auffänger,N,-0.008146159,3.533015822,
aufführen,V,0.018442943,3.533015822,
aufführung,N,-0.426336201,6.687792676,
aufführungsstreifen,N,0.049153494,3.533015822,
auffüllen,V,-0.001927318,3.533015822,
auffüllend,AJ,0.829953431,3.533015822,
auffüllung,N,0.048985345,3.533015822,
aufgabe,N,-0.069200257,6.687792676,
aufgabeapparat,N,0.002627716,3.533015822,
aufgabeeinrichtung,N,0.042083287,3.533015822,
aufgabenbereich,N,0.011540585,3.533015822,
aufgabenerfüllung,N,0.829953431,3.533015822,
aufgabengebiet,N,0.011540585,3.533015822,
aufgabenkreis,N,0.034545982,3.533015822,
aufgabenmaterial,N,-0.056473102,3.533015822,
aufgabenstellung,N,-0.002969729,6.687792676,
aufgaberührwerk,N,0.042083287,3.533015822,
aufgabeschein,N,0.017091065,3.533015822,
aufgabetrichter,N,0.003543353,3.533015822,
aufgabevorrichtung,N,0.042083287,3.533015822,
aufgang,N,0.08055723,3.533015822,
aufgearbeitet,V,0.040891391,3.533015822,
aufgeben,V,-0.650965404,11.98261076,
aufgeber,N,-0.889169936,6.687792676,
aufgeblasen,AJ,-0.511527637,4.943675684,
aufgeblasen,N,-0.000151483,3.533015822,
aufgebläht,V,-0.027588897,3.533015822,
aufgeblähtheit,N,0.002075058,3.533015822,
aufgebot,N,0.005782393,3.533015822,
aufgebracht,AJ,-0.719932798,11.98261076,
aufgebraucht,AJ,-0.02674915,3.533015822,
aufgedeckt,AJ,0.008292961,3.533015822,
aufgedreht,AJ,-0.365376884,4.943675684,
aufgedrückt,AJ,-0.013839473,3.533015822,
aufgedunsen,AJ,-0.699196416,9.739220557,
aufgegeben,V,-0.829953431,3.533015822,
aufgehen,V,0.022237191,3.533015822,
aufgehend,AJ,0.06401713,3.533015822,
aufgeien,V,0.007315268,3.533015822,
aufgeklärt,V,0.096812408,3.533015822,
aufgeklärtheit,N,0.911401623,6.687792676,
aufgekratzt,AJ,-0.511527637,4.943675684,
aufgeladen,AJ,-0.019953989,3.533015822,
aufgeladen,V,-0.019953989,3.533015822,
aufgelaufen,AJ,0.045606107,3.533015822,
aufgelaufen,V,0.003869069,3.533015822,
aufgeld,N,0.902776813,6.687792676,
aufgeldkonto,N,0.025669464,3.533015822,
aufgelöst,AJ,-0.511527637,4.943675684,
aufgepanzert,V,0.004659657,3.533015822,
aufgerauht,AJ,-0.032415491,3.533015822,
aufgeregtheit,N,0.911401623,6.687792676,
aufgeriegelt,V,-0.02342361,3.533015822,
aufgerissen,ADJA,0.022885302,3.533015822,
aufgeschlossen,AJ,0.511527637,4.943675684,
aufgesprungen,V,-0.042184873,3.533015822,
aufgestaut,ADJA,-0.028727759,3.533015822,
aufgetrieben,AJ,-0.365376884,4.943675684,
aufgewandt,V,-0.006315871,3.533015822,
aufgeweckt,AJ,0.730753767,4.943675684,
aufgewecktheit,N,0.47626772,6.687792676,
aufgeweichtheit,N,-0.004551365,3.533015822,
aufgewühltheit,N,-0.161165337,3.533015822,
aufgezogen,AJ,-0.054694346,3.533015822,
aufgezwungen,V,-0.046149478,3.533015822,
aufgießen,V,-0.007974068,3.533015822,
aufgliedern,V,-0.036510158,3.533015822,
aufgliederung,N,-0.478925205,6.687792676,
aufglimmen,V,0.782347551,3.533015822,
aufglühen,V,0.829953431,3.533015822,
aufgrund,APPR,-0.769503856,3.533015822,
aufgusstierchen,N,-0.019952468,3.533015822,
aufguß,N,0.00804644,3.533015822,
aufgußbeutel,N,0.011408789,3.533015822,
aufhaben,V,-0.911401623,6.687792676,
aufhacken,V,0.029062562,3.533015822,
aufhaken,V,-0.004970674,3.533015822,
aufhaldung,N,0.001155461,3.533015822,
aufhalsen,V,-0.048397987,3.533015822,
aufhaltbar,V,-0.002188479,3.533015822,
aufhalteblech,N,0.003407009,3.533015822,
aufhalten,V,-0.477655424,6.687792676,
aufhalter,N,-0.116352831,3.533015822,
aufhebbar,V,-0.02113908,3.533015822,
aufheben,N,-0.903712172,6.687792676,
aufheben,V,-0.522202512,6.687792676,
aufhebung,N,-0.523003663,6.687792676,
aufhebungsvertrag,N,-0.072904105,3.533015822,
aufheitern,V,0.629695932,9.739220557,
aufheiterung,N,0.58997139,6.584443702,
aufheizen,V,-0.009431757,3.533015822,
aufheizung,N,-0.009431757,3.533015822,
aufheizzeit,N,0.004094509,3.533015822,
aufhellen,V,0.902469549,6.687792676,
aufhellend,AJ,0.021112521,3.533015822,
aufhellimpuls,N,0.006999163,3.533015822,
aufhellung,N,0.474703663,6.687792676,
aufhetzen,V,-0.551707498,6.584443702,
aufhetzend,AJ,-0.565704743,6.584443702,
aufhetzer,N,-0.497271244,6.687792676,
aufhetzung,N,0.027190436,3.533015822,
aufheulen,V,-0.043620028,3.533015822,
aufholen,V,0.091373723,3.533015822,
aufholer,N,-0.035246794,3.533015822,
aufholprozeß,N,-0.028081889,3.533015822,
aufhorchen,V,0.041840857,3.533015822,
aufhängebügel,N,-0.010251834,3.533015822,
aufhängekreuz,N,-0.012525491,3.533015822,
aufhängelasche,N,-0.030277199,3.533015822,
aufhängen,V,-0.085713441,3.533015822,
aufhänger,N,-0.058242812,3.533015822,
aufhängezange,N,-0.001526699,3.533015822,
aufhängung,N,-0.829953431,3.533015822,
aufhängungslager,N,-0.012742939,3.533015822,
aufhäufen,V,-0.012457103,3.533015822,
aufhäufung,N,0.017163437,3.533015822,
aufhöhung,N,0.06151731,3.533015822,
aufhören,V,-0.05417486,5.776406026,
aufhüpfen,V,-0.068771767,3.533015822,
aufintegrieren,V,-0.004766273,3.533015822,
aufjagen,V,0.829953431,3.533015822,
aufkauf,N,0.00253135,3.533015822,
aufkaufen,V,-0.135152936,3.533015822,
aufkeimen,V,-0.009276589,3.533015822,
aufkeimend,AJ,0.512920624,6.687792676,
aufkippbauweise,N,-0.126196079,3.533015822,
aufklaffen,V,0.004482329,3.533015822,
aufklappbar,V,-0.000625821,3.533015822,
aufklappen,V,0.018371185,3.533015822,
aufkleben,V,0.827982897,3.533015822,
aufkleber,N,-0.040940026,3.533015822,
aufklebezettel,N,-0.041911486,3.533015822,
aufklinken,V,-0.02342361,3.533015822,
aufklopfen,N,-0.039580396,3.533015822,
aufklotzen,V,0.012023867,3.533015822,
aufklären,V,0.839378046,9.739220557,
aufklärend,V,0.040481975,3.533015822,
aufklärer,N,0.051769711,3.533015822,
aufklärerisch,AJ,0.885501236,9.739220557,
aufklärung,N,0.463604988,6.687792676,
aufklärungs...,N,0.016955617,3.533015822,
aufklärungsauftrag,N,0.0181139,3.533015822,
aufklärungsflugzeug,N,-0.010451853,3.533015822,
aufklärungsgebiet,N,0.016955617,3.533015822,
aufklärungskampagne,N,0.511527637,4.943675684,
aufklärungsschrift,N,0.039542301,3.533015822,
aufknoten,V,-0.031013036,3.533015822,
aufknöpfen,V,-0.039420962,3.533015822,
aufkohlen,N,-0.031590849,3.533015822,
aufkohlen,V,-0.023585866,3.533015822,
aufkohlung,N,-0.031590849,3.533015822,
aufkommen,V,-0.026330688,3.533015822,
aufkommend,AJ,0.074060494,3.533015822,
aufkommensneutralität,N,-0.075290138,3.533015822,
aufkratzen,V,0.509806427,6.687792676,
aufkäufer,N,0.022235116,3.533015822,
aufkündigen,V,-0.112501018,3.533015822,
aufkündigung,N,-0.089584343,3.533015822,
aufkürzen,V,-0.05077846,3.533015822,
aufla[motoren],N,-0.008817508,3.533015822,
auflachen,V,0.617871649,6.584443702,
aufladbar,V,0.008089091,3.533015822,
aufladbare,V,0.008089091,3.533015822,
aufladegebläse,N,-0.008817508,3.533015822,
aufladegerät,N,-0.008817508,3.533015822,
aufladen,V,-0.017454551,6.687792676,
auflader,V,-0.01040081,3.533015822,
aufladung,N,-0.829953431,3.533015822,
auflage,N,-0.429285035,6.687792676,
auflagebacken,N,-0.039909473,3.533015822,
auflagebedingung,N,-0.011316166,3.533015822,
auflagefläche,N,-0.04356243,3.533015822,
auflagehumus,N,-0.028117577,3.533015822,
auflagekraft,N,0.179379495,3.533015822,
auflagematratze,N,0.003910749,3.533015822,
auflagenhöhe,N,-0.008480381,3.533015822,
auflagenziffer,N,-0.829953431,3.533015822,
auflagerbett,N,-0.031794935,3.533015822,
auflagerbock,N,0.008660315,3.533015822,
auflagergröße,N,-0.009260514,6.687792676,
auflagerkraft,N,-0.009260514,6.687792676,
auflagern,N,0.827365711,3.533015822,
auflagerolle,N,-0.032699086,3.533015822,
auflagerreaktion,N,-0.009260514,6.687792676,
auflagerung,N,-0.025717535,3.533015822,
auflageschiene,N,-0.056828737,3.533015822,
auflandig,AJ,-0.011943759,3.533015822,
auflandig,V,-0.011943759,3.533015822,
auflassung,N,0.00163119,3.533015822,
auflauern,V,-0.151887288,3.533015822,
auflauf,N,-0.051324818,3.533015822,
auflaufen,V,0.821836105,3.533015822,
auflaufergebnis,N,0.001881031,3.533015822,
auflauffläche,N,-0.020074748,3.533015822,
auflaufform,N,-0.00349871,3.533015822,
auflaufförmchen,N,-0.007114925,3.533015822,
auflaufhorn,N,-0.829953431,3.533015822,
aufleben,V,0.069757171,3.533015822,
auflegen,V,0.138186023,6.687792676,
auflegung,N,-0.489964535,6.687792676,
auflehnen,V,-0.993986513,6.584443702,
auflehnung,N,-0.63518032,9.739220557,
auflesen,V,0.438446397,6.687792676,
aufleuchten,V,0.829953431,3.533015822,
auflicht,N,-0.00089752,3.533015822,
auflieferer,N,0.00387848,3.533015822,
aufliefererin,N,0.00387848,3.533015822,
aufliegen,V,-0.027987856,3.533015822,
aufliegend,AJ,0.044847969,3.533015822,
auflieger,N,-0.009469022,3.533015822,
auflisten,V,0.024753444,3.533015822,
auflister,N,-0.045722135,3.533015822,
auflistung,N,-0.79966843,3.533015822,
auflockern,V,0.446896914,6.687792676,
auflockerung,N,0.024365673,3.533015822,
auflösbar,AJ,0.040759137,3.533015822,
auflösbar,V,0.009266845,3.533015822,
auflösen,V,0.794654247,6.687792676,
auflösend,AJ,-0.522364628,6.687792676,
auflöserabgas,N,0.000348279,3.533015822,
auflösung,N,0.163386939,6.687792676,
auflösungsmittel,N,-0.014565268,3.533015822,
auflösungsvermögen,N,0.048938702,3.533015822,
auflösungszeichen,N,-0.034508829,6.687792676,
auflösungszelle,N,-0.829953431,3.533015822,
aufmachen,V,-0.002703266,3.533015822,
aufmacher,N,0.829953431,3.533015822,
aufmachung,N,0.012797633,3.533015822,
aufmaische,N,-0.004042637,3.533015822,
aufmarsch,N,-0.018381311,3.533015822,
aufmarschieren,V,-0.014970036,3.533015822,
aufmauern,V,-0.480131629,6.687792676,
aufmerksam,AJ,0.46358205,11.98261076,
aufmerksamkeit,N,0.776453994,11.98261076,
aufmerksamkeits-defizit-syndrom,N,-0.078445787,3.533015822,
aufmerksamkeitserreger,N,-0.019160969,3.533015822,
aufmessen,N,0.818699345,3.533015822,
aufmotzen,V,0.006682802,3.533015822,
aufmucken,V,-0.730753767,4.943675684,
aufmuntern,V,0.43064542,8.827833906,
aufmunternd,AJ,0.586155071,6.687792676,
aufmunterung,N,0.488651432,11.98261076,
aufmöbeln,V,0.010060032,3.533015822,
aufmöbelung,N,-0.014841227,3.533015822,
aufmüpfig,AJ,-0.617965136,9.739220557,
aufmüpfigkeit,N,-0.602493129,6.584443702,
aufnadeln,N,0.036628916,3.533015822,
aufnahme-ekg,N,0.001319991,3.533015822,
aufnahme,N,0.246629006,6.687792676,
aufnahmeantrag,N,-0.010921855,3.533015822,
aufnahmeapparat,N,0.014450485,3.533015822,
aufnahmebehälter,N,0.002830855,3.533015822,
aufnahmebereit,AJ,0.911401623,6.687792676,
