Category,Language,Aspect,Count
PhD Student,German,kreml,1
PhD Student,German,krieg,4
PhD Student,German,krise,5
PhD Student,German,krisenfest,1
PhD Student,German,kristin,1
PhD Student,German,kristina,1
PhD Student,German,kriterium,7
PhD Student,German,kritik,18
PhD Student,German,kritiker,1
PhD Student,German,krone,1
PhD Student,German,krux,1
PhD Student,German,krösus,1
PhD Student,German,kuhhaut,1
PhD Student,German,kulisse,1
PhD Student,German,kult,1
PhD Student,German,kultur,4
PhD Student,German,kulturbereich,1
PhD Student,German,kulturdiplomatie,1
PhD Student,German,kulturinstitution,1
PhD Student,German,kulturjournalismus,1
PhD Student,German,kulturwissenschaft,1
PhD Student,German,kulturwissenschaftler,1
PhD Student,German,kulturwissenschaftlerin,1
PhD Student,German,kunst,12
PhD Student,German,kunstgeschichte,2
PhD Student,German,kunsthistorikerin,1
PhD Student,German,kurator,1
PhD Student,German,kurs,2
PhD Student,German,kurzbiographie,1
PhD Student,German,kurzinterview,1
PhD Student,German,kwarteng,1
PhD Student,German,kwasi,1
PhD Student,German,köln,2
PhD Student,German,körper,1
PhD Student,German,kübler,1
PhD Student,German,kündigung,1
PhD Student,German,künstl,2
PhD Student,German,künstler,1
PhD Student,German,kürze,2
PhD Student,German,kürzung,1
PhD Student,German,labert,1
PhD Student,German,labor,2
PhD Student,German,laborleiter,1
PhD Student,German,lady,1
PhD Student,German,lage,14
PhD Student,German,land,23
PhD Student,German,landesebene,1
PhD Student,German,landkreis,1
PhD Student,German,langeweile,1
PhD Student,German,laptop,4
PhD Student,German,lars,4
PhD Student,German,last,3
PhD Student,German,lat,1
PhD Student,German,laude,1
PhD Student,German,laufbahn,6
PhD Student,German,laufzeit,6
PhD Student,German,laura,6
PhD Student,German,laus,1
PhD Student,German,leben,10
PhD Student,German,lebensbedingung,1
PhD Student,German,lebensentwurf,2
PhD Student,German,lebenserhalt,1
PhD Student,German,lebenshaltungskosten,1
PhD Student,German,lebenshilfe,1
PhD Student,German,lebensjahrzehnt,1
PhD Student,German,lebenslauf,6
PhD Student,German,lebenspartner,1
PhD Student,German,lebensplanung,1
PhD Student,German,lebenstraum,1
PhD Student,German,lebensunterhalt,1
PhD Student,German,lebensverhältnis,1
PhD Student,German,lebenszeit,3
PhD Student,German,lecturer,1
PhD Student,German,lehramt,2
PhD Student,German,lehramtsstelle,1
PhD Student,German,lehrauftrag,13
PhD Student,German,lehrbelastung,1
PhD Student,German,lehrbetrieb,1
PhD Student,German,lehre,28
PhD Student,German,lehrentwicklung,1
PhD Student,German,lehrer,6
PhD Student,German,lehrerbildung,1
PhD Student,German,lehrerfahrung,4
PhD Student,German,lehrerin,1
PhD Student,German,lehrfähigkeit,1
PhD Student,German,lehrkompetenz,1
PhD Student,German,lehrkraft,5
PhD Student,German,lehrlandschaft,1
PhD Student,German,lehrperson,2
PhD Student,German,lehrpreis,2
PhD Student,German,lehrqualität,1
PhD Student,German,lehrstrategie,1
PhD Student,German,lehrstuhl,4
PhD Student,German,lehrstuhlinhaber,1
PhD Student,German,lehrtätigkeit,3
PhD Student,German,lehrveranstaltung,1
PhD Student,German,lehrverpflichtung,4
PhD Student,German,lehrverwaltung,1
PhD Student,German,lehrvorbereitung,1
PhD Student,German,leibniz,1
PhD Student,German,leiche,1
PhD Student,German,leidenschaft,3
PhD Student,German,leidensdruck,1
PhD Student,German,leidwesen,1
PhD Student,German,leipzig,1
PhD Student,German,leistung,10
PhD Student,German,leistungsdruck,1
PhD Student,German,leistungsfähigkeit,1
PhD Student,German,leistungsgesellschaft,1
PhD Student,German,leistungsparameter,1
PhD Student,German,leitbild,1
PhD Student,German,leiter,1
PhD Student,German,leitung,3
PhD Student,German,leitungsaufgabe,1
PhD Student,German,leitungsteam,1
PhD Student,German,lektorin,2
PhD Student,German,lektüre,3
PhD Student,German,lena,2
PhD Student,German,lennart,1
PhD Student,German,lenz,2
PhD Student,German,leopoldina,1
PhD Student,German,ler,1
PhD Student,German,lernerfolg,1
PhD Student,German,lernplattform,1
PhD Student,German,leseempfehlung,1
PhD Student,German,let,1
PhD Student,German,leute,57
PhD Student,German,level,1
PhD Student,German,levitation,1
PhD Student,German,lgbtqia,1
PhD Student,German,licht,1
PhD Student,German,lichtblick,1
PhD Student,German,lichtenberg,1
PhD Student,German,liebe,12
PhD Student,German,lieblingszitat,1
PhD Student,German,lieferant,1
PhD Student,German,life,1
PhD Student,German,lifestyle,1
PhD Student,German,like,2
PhD Student,German,liken,1
PhD Student,German,lilly,1
PhD Student,German,linguistik,1
PhD Student,German,linie,1
PhD Student,German,link,2
PhD Student,German,linke,1
PhD Student,German,lisa,2
PhD Student,German,liste,3
PhD Student,German,listenplatz,1
PhD Student,German,literally,1
PhD Student,German,literatur,2
PhD Student,German,literaturunterricht,1
PhD Student,German,literaturwissenschaft,2
PhD Student,German,literaturwissenschaftler,1
PhD Student,German,livestream,1
PhD Student,German,liwi,1
PhD Student,German,lob,1
PhD Student,German,lobby,2
PhD Student,German,lobbyarbeit,1
PhD Student,German,loch,1
PhD Student,German,logik,9
PhD Student,German,lohn,4
PhD Student,German,lohnarbeit,1
PhD Student,German,lohnausgleich,1
PhD Student,German,lohnverhältnis,1
PhD Student,German,loide,1
PhD Student,German,lol,1
PhD Student,German,look,1
PhD Student,German,los,2
PhD Student,German,lottoforum,1
PhD Student,German,lottogewin,1
PhD Student,German,ludwig,1
PhD Student,German,luft,2
PhD Student,German,luise,1
PhD Student,German,lukas,3
PhD Student,German,lunchbreak,1
PhD Student,German,lunge,1
PhD Student,German,lupe,1
PhD Student,German,lust,2
PhD Student,German,luxus,2
PhD Student,German,luzia,1
PhD Student,German,lösung,16
PhD Student,German,lösungsansatz,3
PhD Student,German,lösungsvorschlag,2
PhD Student,German,m,1
PhD Student,German,ma,1
PhD Student,German,machtgefälle,1
PhD Student,German,machtinstrument,1
PhD Student,German,machtmissbrauch,2
PhD Student,German,madeleine,2
PhD Student,German,magazine,1
PhD Student,German,magdeburg,1
PhD Student,German,magi,1
PhD Student,German,mai,1
PhD Student,German,maik,1
PhD Student,German,mail,1
PhD Student,German,mainz,1
PhD Student,German,makroökonomie,1
PhD Student,German,management,1
PhD Student,German,managementliteratur,1
PhD Student,German,manager,1
PhD Student,German,mangel,2
PhD Student,German,manipulation,1
PhD Student,German,mann,11
PhD Student,German,mannheim,1
PhD Student,German,mantra,1
PhD Student,German,manuskript,1
PhD Student,German,mare,1
PhD Student,German,marie,1
PhD Student,German,markenbotschafterin,1
PhD Student,German,markt,1
PhD Student,German,markus,2
PhD Student,German,marthe,1
PhD Student,German,martin,3
PhD Student,German,mary,1
PhD Student,German,mascha,1
PhD Student,German,maschine,1
PhD Student,German,maske,1
PhD Student,German,masse,1
PhD Student,German,massenbefristung,1
PhD Student,German,master,9
PhD Student,German,masterabschlus,1
PhD Student,German,masterarbeit,4
PhD Student,German,masterstudium,2
PhD Student,German,material,2
PhD Student,German,materialmodellierung,1
PhD Student,German,materie,1
PhD Student,German,mathematik,4
PhD Student,German,mathematiker,4
PhD Student,German,mathestudium,1
PhD Student,German,mathi,1
PhD Student,German,mathias,1
PhD Student,German,matthias,1
PhD Student,German,max,10
PhD Student,German,maximum,1
PhD Student,German,maß,1
PhD Student,German,maßnahme,2
PhD Student,German,maßstab,1
PhD Student,German,mdr,1
PhD Student,German,mechanismus,1
PhD Student,German,medienarbeiter,1
PhD Student,German,medienbranche,1
PhD Student,German,medienpräsenz,1
PhD Student,German,medievalism,1
PhD Student,German,medium,6
PhD Student,German,medizin,6
PhD Student,German,mediziner,1
PhD Student,German,medstudium,1
PhD Student,German,meer,1
PhD Student,German,meet,2
PhD Student,German,meeting,2
PhD Student,German,mega,1
PhD Student,German,mehrarbeit,3
PhD Student,German,mehrheit,3
PhD Student,German,meinung,13
PhD Student,German,meisterschaft,1
PhD Student,German,menge,3
PhD Student,German,meno,1
PhD Student,German,mensch,73
PhD Student,German,menschenwürde,1
PhD Student,German,mentalität,1
PhD Student,German,mentor,2
PhD Student,German,mentorin,1
PhD Student,German,meritokratie,1
PhD Student,German,merkmal,1
PhD Student,German,messer,1
PhD Student,German,metapher,2
PhD Student,German,methode,5
PhD Student,German,meyer,1
PhD Student,German,michael,2
PhD Student,German,migration,1
PhD Student,German,mikroagression,1
PhD Student,German,militärgeschichte,1
PhD Student,German,million,2
PhD Student,German,milo,1
PhD Student,German,mimimimimi,2
PhD Student,German,min,5
PhD Student,German,mind,2
PhD Student,German,minderheitenproblem,1
PhD Student,German,mindestlohn,3
PhD Student,German,minister,1
PhD Student,German,ministerin,9
PhD Student,German,ministerium,6
PhD Student,German,mint,5
PhD Student,German,minuspunkt,1
PhD Student,German,minute,4
PhD Student,German,miriam,1
PhD Student,German,misere,1
PhD Student,German,mission,1
PhD Student,German,missstand,1
PhD Student,German,missverhältnis,1
PhD Student,German,missverständnis,1
PhD Student,German,mist,1
PhD Student,German,mitarbeit,1
PhD Student,German,mitarbeiter,24
PhD Student,German,mitarbeiterfluktuation,2
PhD Student,German,mitarbeiterin,3
PhD Student,German,mitglied,3
PhD Student,German,mitgliedsantrag,1
PhD Student,German,mitleid,1
PhD Student,German,mitte,2
PhD Student,German,mittel,6
PhD Student,German,mittelbau,46
PhD Student,German,mittelbaustelle,1
PhD Student,German,mittelbauvertreterin,1
PhD Student,German,mittelfinger,1
PhD Student,German,mittelgeber,2
PhD Student,German,mittelmaß,3
PhD Student,German,mittelweg,1
PhD Student,German,mittelzuweisung,1
PhD Student,German,mittwoch,1
PhD Student,German,mitzweck,1
PhD Student,German,mm,1
PhD Student,German,mobilität,4
PhD Student,German,mobilitätskultur,1
PhD Student,German,model,1
PhD Student,German,modell,4
PhD Student,German,modellrechnung,1
PhD Student,German,moderation,1
PhD Student,German,moment,8
PhD Student,German,monat,51
PhD Student,German,monatsgehalt,1
PhD Student,German,monatsvertrag,1
PhD Student,German,monetarisierung,1
PhD Student,German,monopol,2
PhD Student,German,montag,7
PhD Student,German,morgenstund,1
PhD Student,German,motivation,8
PhD Student,German,multi,1
PhD Student,German,multiplikator,1
PhD Student,German,mund,4
PhD Student,German,museum,1
PhD Student,German,musik,1
PhD Student,German,musikwissenschaftlerin,1
PhD Student,German,mut,5
PhD Student,German,mutter,4
PhD Student,German,mythos,1
PhD Student,German,málaga,1
PhD Student,German,márton,1
PhD Student,German,märchenkontext,1
PhD Student,German,märz,4
PhD Student,German,möglichkeit,19
PhD Student,German,mühe,1
PhD Student,German,münchen,1
PhD Student,German,münster,1
PhD Student,German,nachbarland,2
PhD Student,German,nachbereitung,1
PhD Student,German,nachfolger,1
PhD Student,German,nachfrage,2
PhD Student,German,nachfrageüberhang,1
PhD Student,German,nachklapp,1
PhD Student,German,nachricht,3
PhD Student,German,nacht,2
PhD Student,German,nachteil,5
PhD Student,German,nachteilsausgleich,2
PhD Student,German,nachtrag,2
PhD Student,German,nachwuchs,33
PhD Student,German,nachwuchsförderung,2
PhD Student,German,nachwuchsgruppe,1
PhD Student,German,nachwuchsgruppenleitung,1
PhD Student,German,nachwuchsjournalist,1
PhD Student,German,nachwuchskraft,1
PhD Student,German,nachwuchswissenschaftler,16
PhD Student,German,nachwuchswissenschaftlerin,3
PhD Student,German,naivität,1
PhD Student,German,name,2
PhD Student,German,nanoskala,1
PhD Student,German,nase,2
PhD Student,German,natur,1
PhD Student,German,nature,1
PhD Student,German,naturgewalt,1
PhD Student,German,naturverhältnis,1
PhD Student,German,naturwissenschaft,2
PhD Student,German,naturwissenschaftler,2
PhD Student,German,nebelkerze,1
PhD Student,German,nebenjob,7
PhD Student,German,nenner,1
PhD Student,German,neo,1
PhD Student,German,nerv,1
PhD Student,German,net,1
PhD Student,German,netflix,1
PhD Student,German,netz,1
PhD Student,German,netzwerk,11
PhD Student,German,neu,1
PhD Student,German,neuauflage,1
PhD Student,German,neubesetzung,1
PhD Student,German,neubewertung,1
PhD Student,German,neueinstellung,1
PhD Student,German,neuerscheinung,1
PhD Student,German,neuerung,2
PhD Student,German,neugier,2
PhD Student,German,neujahr,1
PhD Student,German,neuling,3
PhD Student,German,neurowissenschaft,3
PhD Student,German,neurowissenschaftlerin,1
PhD Student,German,neustart,1
PhD Student,German,neuzeit,1
PhD Student,German,never,1
PhD Student,German,new,1
PhD Student,German,newsflash,1
PhD Student,German,nichteinhaltung,1
PhD Student,German,nichtstun,1
PhD Student,German,nichtvorschlag,2
PhD Student,German,niederlage,1
PhD Student,German,niederlanden,3
PhD Student,German,nina,1
PhD Student,German,niveau,1
PhD Student,German,nobelpreis,1
PhD Student,German,nonkonformismu,2
PhD Student,German,nora,1
PhD Student,German,nordrhein,1
PhD Student,German,norm,4
PhD Student,German,normalarbeitsverhältnis,1
PhD Student,German,normalbetrieb,1
PhD Student,German,normalität,1
PhD Student,German,nostalgie,1
PhD Student,German,not,1
PhD Student,German,noteninflation,1
PhD Student,German,notwendigkeit,1
PhD Student,German,novelle,5
PhD Student,German,novellierung,1
PhD Student,German,novellierungsansatz,1
PhD Student,German,november,2
PhD Student,German,nplanung,1
PhD Student,German,nrw,3
PhD Student,German,nulpen,1
PhD Student,German,nummer,1
PhD Student,German,nutzbarkeit,1
PhD Student,German,oesterhelt,1
PhD Student,German,offenheit,2
PhD Student,German,office,2
PhD Student,German,offline,1
PhD Student,German,offtopic,1
PhD Student,German,ohr,1
PhD Student,German,okay,2
PhD Student,German,oktober,4
PhD Student,German,oliver,1
PhD Student,German,oma,1
PhD Student,German,one,2
PhD Student,German,onkel,2
PhD Student,German,onlinelehre,1
PhD Student,German,opel,1
PhD Student,German,opportunismus,1
PhD Student,German,opposition,6
PhD Student,German,oppostion,1
PhD Student,German,optimierung,1
PhD Student,German,option,8
PhD Student,German,ordnung,3
PhD Student,German,organisation,3
PhD Student,German,organisator,1
PhD Student,German,organisierung,1
PhD Student,German,orgas,1
PhD Student,German,orientierung,1
PhD Student,German,orientierungsphase,1
PhD Student,German,ort,6
PhD Student,German,ortswechsel,1
PhD Student,German,osnabrück,1
PhD Student,German,ostbelgie,1
PhD Student,German,osten,1
PhD Student,German,ostern,1
PhD Student,German,output,1
PhD Student,German,oxford,1
PhD Student,German,p,1
PhD Student,German,paderborn,1
PhD Student,German,page,1
PhD Student,German,pamela,1
PhD Student,German,pandemie,8
PhD Student,German,pandemiebegin,1
PhD Student,German,pandemiebekämpfung,1
PhD Student,German,pandemium,2
PhD Student,German,panel,3
PhD Student,German,panik,1
PhD Student,German,papa,1
PhD Student,German,paper,6
PhD Student,German,papier,4
PhD Student,German,paraphrase,1
PhD Student,German,pardon,1
PhD Student,German,paris,1
PhD Student,German,parlament,1
PhD Student,German,parlamentsfernsehen,1
PhD Student,German,partei,11
PhD Student,German,parteiflügel,1
PhD Student,German,parteigrenze,1
PhD Student,German,parteiprogramm,6
PhD Student,German,parteivertreter,1
PhD Student,German,partner,5
PhD Student,German,parttime,1
PhD Student,German,party,1
PhD Student,German,pascal,1
PhD Student,German,pass,2
PhD Student,German,patientin,1
PhD Student,German,paul,1
PhD Student,German,pauline,1
PhD Student,German,pause,4
PhD Student,German,peer,5
PhD Student,German,peinlichkeit,1
PhD Student,German,pelz,1
PhD Student,German,pendant,1
PhD Student,German,pensionierung,1
PhD Student,German,pensionär,1
PhD Student,German,perfiden,1
PhD Student,German,performanz,1
PhD Student,German,performativität,1
PhD Student,German,person,21
PhD Student,German,personal,12
PhD Student,German,personalabteilung,3
PhD Student,German,personaldezernat,2
PhD Student,German,personalentwicklerin,1
PhD Student,German,personalentwicklung,1
PhD Student,German,personalentwicklungskonzept,1
PhD Student,German,personalentwicklungsplan,1
PhD Student,German,personalführung,1
PhD Student,German,personalmodell,1
PhD Student,German,personalpolitik,1
PhD Student,German,personalrat,6
PhD Student,German,personengruppe,1
PhD Student,German,perspektive,43
PhD Student,German,perspektivlosigkeit,1
PhD Student,German,persönlichkeit,2
PhD Student,German,peter,3
PhD Student,German,petition,5
PhD Student,German,petitionsausschuß,1
PhD Student,German,petra,1
PhD Student,German,pfff,1
PhD Student,German,pflege,1
PhD Student,German,pflegekraft,1
PhD Student,German,pflegerin,1
PhD Student,German,pflicht,4
PhD Student,German,pflichtstufe,1
PhD Student,German,pfund,1
PhD Student,German,pharma,1
PhD Student,German,phase,7
PhD Student,German,phd,11
PhD Student,German,phdcomic,1
PhD Student,German,philfak,1
PhD Student,German,philipp,1
PhD Student,German,philosoph,2
PhD Student,German,philosophie,2
PhD Student,German,philosophin,1
PhD Student,German,photosynthese,1
PhD Student,German,phrase,1
PhD Student,German,phrasenmaschine,1
PhD Student,German,physiker,1
PhD Student,German,physikerin,2
PhD Student,German,physikum,1
PhD Student,German,physiotherapeutin,1
PhD Student,German,phytoplankton,1
PhD Student,German,phänomen,1
PhD Student,German,pitch,1
PhD Student,German,plan,10
PhD Student,German,planck,3
PhD Student,German,planspiel,1
PhD Student,German,planung,6
PhD Student,German,planungssicherheit,3
PhD Student,German,planungsunsicherheit,1
PhD Student,German,platz,5
PhD Student,German,plenum,1
PhD Student,German,plädoyer,1
PhD Student,German,png,1
PhD Student,German,po,1
PhD Student,German,poc,1
PhD Student,German,podcast,1
PhD Student,German,podien,1
PhD Student,German,podium,3
PhD Student,German,podiumsdiskussion,6
PhD Student,German,point,1
PhD Student,German,pol,3
PhD Student,German,politik,20
PhD Student,German,politikbranche,1
PhD Student,German,politiker,6
PhD Student,German,politikwissenschaft,2
PhD Student,German,politikwissenschaftler,2
PhD Student,German,politikwissenschaftlerin,2
PhD Student,German,ponie,1
PhD Student,German,porträt,1
PhD Student,German,position,7
PhD Student,German,positionierung,1
PhD Student,German,positionslos,1
PhD Student,German,positionspapier,2
PhD Student,German,post,22
PhD Student,German,postdoc,35
PhD Student,German,posten,4
PhD Student,German,postfach,1
PhD Student,German,potential,1
PhD Student,German,pptx,1
PhD Student,German,pr,2
PhD Student,German,praedoc,2
PhD Student,German,praetoriu,1
PhD Student,German,praktikum,5
PhD Student,German,praxis,12
PhD Student,German,predoc,1
PhD Student,German,preis,4
PhD Student,German,prekariat,2
PhD Student,German,prekarisierung,3
PhD Student,German,prekarität,4
PhD Student,German,prekaritätsstres,1
PhD Student,German,presse,1
PhD Student,German,pressekonferenz,1
PhD Student,German,price,1
PhD Student,German,prinzip,3
PhD Student,German,priorität,3
PhD Student,German,privatleben,5
PhD Student,German,privatvergnügen,2
PhD Student,German,privatwirtschaft,3
PhD Student,German,privileg,19
PhD Student,German,problem,89
PhD Student,German,problematik,3
PhD Student,German,produktion,2
PhD Student,German,produktivität,2
PhD Student,German,prof,15
PhD Student,German,professional,1
PhD Student,German,professor,22
PhD Student,German,professorin,9
PhD Student,German,professorinnenanteil,1
PhD Student,German,professur,57
PhD Student,German,professurvertretung,1
PhD Student,German,profi,1
PhD Student,German,profilbild,1
PhD Student,German,programm,11
PhD Student,German,programmatik,1
PhD Student,German,programmhinweis,1
PhD Student,German,programmierer,1
PhD Student,German,projekt,36
PhD Student,German,projektabwicklung,1
PhD Student,German,projektantrag,1
PhD Student,German,projektfinanzierung,1
PhD Student,German,projektförderung,1
PhD Student,German,projektidee,1
PhD Student,German,projektleiter,1
PhD Student,German,projektma,1
PhD Student,German,projektmanager,1
PhD Student,German,projektmittel,1
PhD Student,German,projekttopf,1
PhD Student,German,projektträger,2
PhD Student,German,projektverlängerung,1
PhD Student,German,promotion,90
PhD Student,German,promotions,1
PhD Student,German,promotionsberatung,1
PhD Student,German,promotionsfinanzierung,1
PhD Student,German,promotionsordnung,1
PhD Student,German,promotionsphase,1
PhD Student,German,promotionsprojekt,2
PhD Student,German,promotionsrecht,1
PhD Student,German,promotionssipendien,1
PhD Student,German,promotionsstelle,2
PhD Student,German,promotionsstiftung,1
PhD Student,German,promotionsstipendiat,1
PhD Student,German,promotionsstipendien,1
PhD Student,German,promotionsstipendium,4
PhD Student,German,promotionsverfahren,1
PhD Student,German,promotionsverhältnis,1
PhD Student,German,promotionszeit,4
PhD Student,German,promovierendentreff,1
PhD Student,German,propaganda,1
PhD Student,German,propo,1
PhD Student,German,proporz,1
PhD Student,German,protest,5
PhD Student,German,protokoll,3
PhD Student,German,provokation,1
PhD Student,German,prozent,7
PhD Student,German,prozeß,3
PhD Student,German,prägung,1
PhD Student,German,präsentation,2
PhD Student,German,präsenz,5
PhD Student,German,präsenzlehre,1
PhD Student,German,präsident,3
PhD Student,German,präsidentin,4
PhD Student,German,präsidiumsmitglied,1
PhD Student,German,prüfung,2
PhD Student,German,prüfungstermin,1
PhD Student,German,pseudo,1
PhD Student,German,psychiater,1
PhD Student,German,psycholinguistin,1
PhD Student,German,psychologe,2
PhD Student,German,psychologie,1
PhD Student,German,publikation,18
PhD Student,German,publikationsleistung,1
PhD Student,German,publikum,1
PhD Student,German,puh,1
PhD Student,German,punkt,15
PhD Student,German,punktezahl,1
PhD Student,German,putin,1
PhD Student,German,quadrat,1
PhD Student,German,quali,2
PhD Student,German,qualifikation,13
PhD Student,German,qualifikationsbegriff,1
PhD Student,German,qualifikationsjahr,1
PhD Student,German,qualifikationsleistung,1
PhD Student,German,qualifikationsphase,3
PhD Student,German,qualifikationsstelle,1
PhD Student,German,qualifikationszeit,2
PhD Student,German,qualifikationsziel,1
PhD Student,German,qualifizierung,6
PhD Student,German,qualifizierungsphase,3
PhD Student,German,qualifizierungsstelle,1
PhD Student,German,qualifizierungsvorzeit,2
PhD Student,German,qualifizierungsziel,1
PhD Student,German,qualität,6
PhD Student,German,qualitätsverlust,1
PhD Student,German,quantifizierung,1
PhD Student,German,quatsch,1
PhD Student,German,qucosa,1
PhD Student,German,quelle,1
PhD Student,German,quintessenz,1
PhD Student,German,quiz,1
PhD Student,German,qulitätsjournalismu,1
PhD Student,German,rachel,1
PhD Student,German,radio,1
PhD Student,German,rahmen,3
PhD Student,German,rahmenbedingung,1
PhD Student,German,randbemerkung,1
PhD Student,German,randerscheinung,1
PhD Student,German,rant,1
PhD Student,German,rassismus,5
PhD Student,German,rat,2
PhD Student,German,ratio,1
PhD Student,German,ratsstelle,2
PhD Student,German,rau,1
PhD Student,German,raum,5
PhD Student,German,raute,1
PhD Student,German,ray,1
PhD Student,German,read,1
PhD Student,German,reader,1
PhD Student,German,reaktion,2
PhD Student,German,realexperiment,1
PhD Student,German,realisierung,1
PhD Student,German,realität,9
PhD Student,German,rechner,1
PhD Student,German,rechnung,2
PhD Student,German,rechtfertigung,1
PhD Student,German,rechtfertigungshaltung,1
PhD Student,German,rechtfertigungskommentare,1
PhD Student,German,rechtsanwalt,1
PhD Student,German,rechtsweg,1
PhD Student,German,redaktion,2
PhD Student,German,rede,5
PhD Student,German,redner,1
PhD Student,German,referent,1
PhD Student,German,referentin,1
PhD Student,German,reflexion,2
PhD Student,German,reform,19
PhD Student,German,reformationstag,1
PhD Student,German,reformpunkt,1
PhD Student,German,reformvorschlag,1
PhD Student,German,reformvorstoß,1
PhD Student,German,regel,10
PhD Student,German,regelsatz,1
PhD Student,German,regelung,5
PhD Student,German,regierung,8
PhD Student,German,regierungsfraktion,1
PhD Student,German,regierungsverantwortung,1
PhD Student,German,region,1
PhD Student,German,registrierung,2
PhD Student,German,regularität,1
PhD Student,German,regularium,1
PhD Student,German,regulierung,2
PhD Student,German,reichhaltigkeit,1
PhD Student,German,reihe,5
PhD Student,German,reihenfolge,1
PhD Student,German,reiner,1
PhD Student,German,reinhard,1
PhD Student,German,reisekosten,4
PhD Student,German,reiseplan,1
PhD Student,German,reklame,1
PhD Student,German,rektorin,1
PhD Student,German,relevanz,2
PhD Student,German,renommee,1
PhD Student,German,rente,9
PhD Student,German,rentenbescheid,1
PhD Student,German,rentenlücke,1
PhD Student,German,rentensystem,1
PhD Student,German,rentenversicherung,1
PhD Student,German,repertoire,1
PhD Student,German,repila,1
PhD Student,German,reproduktion,1
PhD Student,German,repräsentation,1
PhD Student,German,republik,1
PhD Student,German,reputation,1
PhD Student,German,researcher,1
PhD Student,German,resilienz,2
PhD Student,German,resolution,2
PhD Student,German,resonanz,1
PhD Student,German,resource,1
PhD Student,German,respekt,10
PhD Student,German,responsibility,1
PhD Student,German,ressortverteilung,1
PhD Student,German,ressource,10
PhD Student,German,ressourcenverteilung,1
PhD Student,German,rest,5
PhD Student,German,restplatz,1
PhD Student,German,resultat,1
PhD Student,German,retweet,1
PhD Student,German,review,8
PhD Student,German,revolution,1
PhD Student,German,reyhan,3
PhD Student,German,ricarda,1
PhD Student,German,rich,1
PhD Student,German,richtigstellung,1
PhD Student,German,richtlinie,1
PhD Student,German,richtung,6
PhD Student,German,rierechancen,1
PhD Student,German,riesenproblem,1
PhD Student,German,ringen,1
PhD Student,German,risiko,5
PhD Student,German,rita,1
PhD Student,German,rlp,1
PhD Student,German,rochade,1
PhD Student,German,rohfassung,1
PhD Student,German,rolle,10
PhD Student,German,roman,1
PhD Student,German,romanistik,1
PhD Student,German,romantisierung,1
PhD Student,German,rosi,1
PhD Student,German,rotstift,1
PhD Student,German,rub,1
PhD Student,German,rucksack,1
PhD Student,German,rueckmeldung,1
PhD Student,German,ruf,2
PhD Student,German,ruhe,3
PhD Student,German,ruhephase,1
PhD Student,German,ruhm,1
PhD Student,German,runde,3
PhD Student,German,russland,1
PhD Student,German,röhre,1
PhD Student,German,rückkehr,1
PhD Student,German,rücklage,1
PhD Student,German,rückmeldung,1
PhD Student,German,rücknahme,1
PhD Student,German,rücktritt,2
PhD Student,German,rückzahlungsbescheid,1
PhD Student,German,rückzug,2
PhD Student,German,rüsselsheim,1
PhD Student,German,sabine,3
PhD Student,German,sabrina,1
PhD Student,German,sachargument,1
PhD Student,German,sachbearbeiterin,1
PhD Student,German,sachbezug,1
PhD Student,German,sache,11
PhD Student,German,sachkostenpauschale,1
PhD Student,German,sachsen,2
PhD Student,German,sachsenwitz,1
PhD Student,German,sachverstand,1
PhD Student,German,sackgasse,1
PhD Student,German,sales,1
PhD Student,German,sammelband,1
PhD Student,German,samstag,2
PhD Student,German,samstagnachmittag,1
PhD Student,German,sandra,1
PhD Student,German,sandro,1
PhD Student,German,sarah,1
PhD Student,German,sarkasmus,1
PhD Student,German,satz,7
PhD Student,German,sauer,1
PhD Student,German,scandal,1
PhD Student,German,schaffung,1
PhD Student,German,schande,2
PhD Student,German,schattenseite,2
PhD Student,German,schaufel,1
PhD Student,German,schaufenster,1
PhD Student,German,schauspiel,1
PhD Student,German,scheinargument,1
PhD Student,German,scheinteilzeit,1
PhD Student,German,scheiße,1
PhD Student,German,schema,1
PhD Student,German,schicksal,4
PhD Student,German,schild,1
PhD Student,German,schiller,1
PhD Student,German,schipanski,1
PhD Student,German,schizo,1
PhD Student,German,schlag,2
PhD Student,German,schlagwort,1
PhD Student,German,schlagzeile,1
PhD Student,German,schlier,1
PhD Student,German,schließung,1
PhD Student,German,schlupfloch,1
PhD Student,German,schlussfolgerung,1
PhD Student,German,schluß,10
PhD Student,German,schmakerl,1
PhD Student,German,schmeichelei,1
PhD Student,German,schneckentempo,1
PhD Student,German,schnittstelle,1
PhD Student,German,schnupperstudium,1
PhD Student,German,schreibberaterin,1
PhD Student,German,schreibgruppe,1
PhD Student,German,schreibklausur,1
PhD Student,German,schreibtisch,1
PhD Student,German,schreibwettbewerb,1
PhD Student,German,schritt,15
PhD Student,German,schuh,2
PhD Student,German,schuld,1
PhD Student,German,schule,2
PhD Student,German,schulleiter,1
PhD Student,German,schulthei,1
PhD Student,German,schutz,2
PhD Student,German,schwachstelle,1
PhD Student,German,schwangerschaft,1
PhD Student,German,schweden,2
PhD Student,German,schweiz,2
PhD Student,German,schwerhoff,1
PhD Student,German,schwerpunkt,1
PhD Student,German,schwierigkeit,2
PhD Student,German,schwung,1
PhD Student,German,schwäche,1
PhD Student,German,science,5
PhD Student,German,screenshot,1
PhD Student,German,scuci,1
